$label,$beginTime,$endTime,$type,label,tr_type,data_in,data_out,word_index,bit_count,is_first_of_frame,is_last_of_frame,status,status.flags, command, data_in,data_out,last_bit,address,data,mosi_crc_correct,mosi_crc,miso_crc_correct,miso_crc,channel_bits,pulse_count,wait_time,external_sync,broad_cast,dsi3_crc_correct,crm_packet,crm_packet.word_1,crm_packet.word_2,packet_index,tdma_packet,tdma_packet.earliest_start_time,tdma_packet.latest_start_time,tdma_packet.symbol_count,tdma_packet.id_symbol_count,tdma_packet.enable,tdma_packet.start_time,tdma_packet.tolerance,tdma_packet.tolerance_int,tdma_packet.tolerance_int_min,tdma_packet.tolerance_int_max,tdma_packet.fine_delay_time,tdma_packet.crc_error_injection,tdma_packet.symbol_coding_error_injection,tdma_packet.chip_length_error_injection,tdma_packet.packet,pdcm_period,packet_count,channel_0,
spi-data,3700883000,3704083000,Transaction,"Transactions","SPI_DATA",16'hc1c0,16'hc496,144,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3704083000,3704413000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3704413000,3704743000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,144,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3704743000,3708603000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses 111"",""c06f "",""c1c0 "",-,-,-,-,-,-,-,2'b0,111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3704743000,3707943000,Transaction,"Transactions","SPI_DATA",16'hc06f,16'hc1c0,145,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3707943000,3708273000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3708273000,3708603000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,145,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3708603000,3712463000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  21"",""c615 "",""c06f "",-,-,-,-,-,-,-,2'b1,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3708603000,3711803000,Transaction,"Transactions","SPI_DATA",16'hc615,16'hc06f,146,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3711803000,3712133000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3712133000,3712463000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,146,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3712463000,3716323000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 141"",""c98d "",""c615 "",-,-,-,-,-,-,-,2'b10,-115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3712463000,3715663000,Transaction,"Transactions","SPI_DATA",16'hc98d,16'hc615,147,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3715663000,3715993000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3715993000,3716323000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,147,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3716323000,3720183000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 138"",""c68a "",""c98d "",-,-,-,-,-,-,-,2'b1,-118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3716323000,3719523000,Transaction,"Transactions","SPI_DATA",16'hc68a,16'hc98d,148,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3719523000,3719853000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3719853000,3720183000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,148,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3720183000,3724043000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses 226"",""c3e2 "",""c68a "",-,-,-,-,-,-,-,2'b0,-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3720183000,3723383000,Transaction,"Transactions","SPI_DATA",16'hc3e2,16'hc68a,149,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3723383000,3723713000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3723713000,3724043000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,149,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3724043000,3727903000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses 138"",""c08a "",""c3e2 "",-,-,-,-,-,-,-,2'b0,-118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3724043000,3727243000,Transaction,"Transactions","SPI_DATA",16'hc08a,16'hc3e2,150,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3727243000,3727573000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3727573000,3727903000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,150,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3727903000,3731763000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 135"",""cc87 "",""c08a "",-,-,-,-,-,-,-,2'b11,-121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3727903000,3731103000,Transaction,"Transactions","SPI_DATA",16'hcc87,16'hc08a,151,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3731103000,3731433000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3731433000,3731763000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,151,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3731763000,3735623000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 246"",""cdf6 "",""cc87 "",-,-,-,-,-,-,-,2'b11,-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3731763000,3734963000,Transaction,"Transactions","SPI_DATA",16'hcdf6,16'hcc87,152,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3734963000,3735293000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3735293000,3735623000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,152,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3735623000,3739483000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 225"",""c7e1 "",""cdf6 "",-,-,-,-,-,-,-,2'b1,-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3735623000,3738823000,Transaction,"Transactions","SPI_DATA",16'hc7e1,16'hcdf6,153,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3738823000,3739153000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3739153000,3739483000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,153,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3739483000,3743343000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  50"",""c732 "",""c7e1 "",-,-,-,-,-,-,-,2'b1,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3739483000,3742683000,Transaction,"Transactions","SPI_DATA",16'hc732,16'hc7e1,154,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3742683000,3743013000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3743013000,3743343000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,154,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3743343000,3747203000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 201"",""c5c9 "",""c732 "",-,-,-,-,-,-,-,2'b1,-55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3743343000,3746543000,Transaction,"Transactions","SPI_DATA",16'hc5c9,16'hc732,155,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3746543000,3746873000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3746873000,3747203000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,155,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3747203000,3751063000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 188"",""cdbc "",""c5c9 "",-,-,-,-,-,-,-,2'b11,-68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3747203000,3750403000,Transaction,"Transactions","SPI_DATA",16'hcdbc,16'hc5c9,156,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3750403000,3750733000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3750733000,3751063000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,156,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3751063000,3754923000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses 207"",""c1cf "",""cdbc "",-,-,-,-,-,-,-,2'b0,-49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3751063000,3754263000,Transaction,"Transactions","SPI_DATA",16'hc1cf,16'hcdbc,157,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3754263000,3754593000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3754593000,3754923000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,157,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3754923000,3758783000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 147"",""c593 "",""c1cf "",-,-,-,-,-,-,-,2'b1,-109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3754923000,3758123000,Transaction,"Transactions","SPI_DATA",16'hc593,16'hc1cf,158,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3758123000,3758453000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3758453000,3758783000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,158,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3758783000,3762643000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 144"",""c590 "",""c593 "",-,-,-,-,-,-,-,2'b1,-112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3758783000,3761983000,Transaction,"Transactions","SPI_DATA",16'hc590,16'hc593,159,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3761983000,3762313000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3762313000,3762643000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,159,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3762643000,3766503000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses  27"",""c21b "",""c590 "",-,-,-,-,-,-,-,2'b0,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3762643000,3765843000,Transaction,"Transactions","SPI_DATA",16'hc21b,16'hc590,160,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3765843000,3766173000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3766173000,3766503000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,160,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3766503000,3770363000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses  97"",""c661 "",""c21b "",-,-,-,-,-,-,-,2'b1,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3766503000,3769703000,Transaction,"Transactions","SPI_DATA",16'hc661,16'hc21b,161,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3769703000,3770033000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3770033000,3770363000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,161,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3770363000,3774223000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0001, pulses 110"",""c66e "",""c661 "",-,-,-,-,-,-,-,2'b1,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3770363000,3773563000,Transaction,"Transactions","SPI_DATA",16'hc66e,16'hc661,162,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3773563000,3773893000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3773893000,3774223000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3774223000,3778083000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0000, pulses 252"",""c2fc "",""c66e "",-,-,-,-,-,-,-,2'b0,-4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3774223000,3777423000,Transaction,"Transactions","SPI_DATA",16'hc2fc,16'hc66e,163,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3777423000,3777753000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3777753000,3778083000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,163,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3778083000,3781943000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 223"",""c9df "",""c2fc "",-,-,-,-,-,-,-,2'b10,-33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3778083000,3781283000,Transaction,"Transactions","SPI_DATA",16'hc9df,16'hc2fc,164,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3781283000,3781613000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3781613000,3781943000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,164,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3781943000,3785803000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 182"",""ccb6 "",""c9df "",-,-,-,-,-,-,-,2'b11,-74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3781943000,3785143000,Transaction,"Transactions","SPI_DATA",16'hccb6,16'hc9df,165,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3785143000,3785473000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3785473000,3785803000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,165,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3785803000,3789663000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0010, pulses 182"",""c9b6 "",""ccb6 "",-,-,-,-,-,-,-,2'b10,-74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3785803000,3789003000,Transaction,"Transactions","SPI_DATA",16'hc9b6,16'hccb6,166,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,3789003000,3789333000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,3789333000,3789663000,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,166,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,3789663000,3793523000,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses 186"",""cfba "",""c9b6 "",-,-,-,-,-,-,-,2'b11,-70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,3789663000,3792863000,Transaction,"Transactions","SPI_DATA",16'hcfba,16'hc9b6,167,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
