$label,$beginTime,$endTime,$type,label,tr_type,data_in,data_out,word_index,bit_count,is_first_of_frame,is_last_of_frame,status,status.flags, command, data_in,data_out,last_bit,address,data,mosi_crc_correct,mosi_crc,miso_crc_correct,miso_crc,channel_bits,pulse_count,wait_time,external_sync,broad_cast,dsi3_crc_correct,crm_packet,crm_packet.word_1,crm_packet.word_2,packet_index,tdma_packet,tdma_packet.earliest_start_time,tdma_packet.latest_start_time,tdma_packet.symbol_count,tdma_packet.id_symbol_count,tdma_packet.enable,tdma_packet.start_time,tdma_packet.tolerance,tdma_packet.tolerance_int,tdma_packet.tolerance_int_min,tdma_packet.tolerance_int_max,tdma_packet.fine_delay_time,tdma_packet.crc_error_injection,tdma_packet.symbol_coding_error_injection,tdma_packet.chip_length_error_injection,tdma_packet.packet,pdcm_period,packet_count,channel_0,
spi-data,4638043000,4641243000,Transaction,"Transactions","SPI_DATA",16'h6204,16'h2b56,14,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_tx_crc_request_seq,4641243000,4647973000,Transaction,-,-,-,-,-,-,1'h0,1'h1,-,-,""CRC Request, MOSI: 0xe1bd, MISO: 0xxxxx"",""1437 e1bd "",""6204 2547 "",-,-,-,1'h1,16'he1bd,1'hX,16'hXXXX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4641243000,4644443000,Transaction,"Transactions","SPI_DATA",16'h1437,16'h6204,15,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,4644443000,4647643000,Transaction,"Transactions","SPI_DATA",16'he1bd,16'h2547,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,4647643000,4647973000,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
frame,5585016165,5636876165,Transaction,-,-,-,-,-,-,1'h1,1'h1,37090,""|-|-|SCI|-|NT1|NT0|-|-|CR1|CR0"",""spi command frame (5 commands)"",""bda0 0046 0064 800c beb1 00c3 00eb 800d be62 0172 0186 800f bf43 0258 1c74 9668 "",""2c03 bda0 0046 0064 800c beb1 00c3 00eb 800d be62 0172 0186 800f bf43 0258 b831 "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_upload_tdma_packet_seq,5585016165,5598146165,Transaction,-,-,-,-,-,-,1'h1,1'h0,-,-,""Upload TDMA packet of index 0 for channels 11"",""bda0 0046 0064 800c "",""2c03 bda0 0046 0064 "",-,-,-,-,-,-,-,2'b11,-,-,-,-,-,-,-,-,0,37097,16'h46,16'h64,32'hc,"SID_8Bit",1'h0,64'h14502,0,32'h0,32'h0,32'h0,64'h0,"ALWAYS_ERROR","ALWAYS_ERROR","ALWAYS_ERROR",""     12 |               2 |      70 (0046) |   100 (0064)"",-,-,-,
spi-start,5585016165,5585346165,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5585346165,5588546165,Transaction,"Transactions","SPI_DATA",16'hbda0,16'h2c03,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5588546165,5591746165,Transaction,"Transactions","SPI_DATA",16'h46,16'hbda0,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5591746165,5594946165,Transaction,"Transactions","SPI_DATA",16'h64,16'h46,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5594946165,5598146165,Transaction,"Transactions","SPI_DATA",16'h800c,16'h64,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_upload_tdma_packet_seq,5598146165,5610946165,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""Upload TDMA packet of index 1 for channels 11"",""beb1 00c3 00eb 800d "",""800c beb1 00c3 00eb "",-,-,-,-,-,-,-,2'b11,-,-,-,-,-,-,-,-,1,37105,16'hc3,16'heb,32'hd,"SID_8Bit",1'h0,64'h31414,0,32'h0,32'h0,32'h0,64'h0,"ALWAYS_ERROR","ALWAYS_ERROR","ALWAYS_ERROR",""     13 |               2 |     195 (00c3) |   235 (00eb)"",-,-,-,
spi-data,5598146165,5601346165,Transaction,"Transactions","SPI_DATA",16'hbeb1,16'h800c,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5601346165,5604546165,Transaction,"Transactions","SPI_DATA",16'hc3,16'hbeb1,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5604546165,5607746165,Transaction,"Transactions","SPI_DATA",16'heb,16'hc3,6,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5607746165,5610946165,Transaction,"Transactions","SPI_DATA",16'h800d,16'heb,7,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_upload_tdma_packet_seq,5610946165,5623746165,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""Upload TDMA packet of index 2 for channels 11"",""be62 0172 0186 800f "",""800d be62 0172 0186 "",-,-,-,-,-,-,-,2'b11,-,-,-,-,-,-,-,-,2,37113,16'h172,16'h186,32'hf,"SID_8Bit",1'h1,64'h5d86a,0,32'h0,32'h0,32'h0,64'h0,"ALWAYS_ERROR","ALWAYS_ERROR","ALWAYS_ERROR",""     15 |               2 |     370 (0172) |   390 (0186)"",-,-,-,
spi-data,5610946165,5614146165,Transaction,"Transactions","SPI_DATA",16'hbe62,16'h800d,8,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5614146165,5617346165,Transaction,"Transactions","SPI_DATA",16'h172,16'hbe62,9,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5617346165,5620546165,Transaction,"Transactions","SPI_DATA",16'h186,16'h172,10,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5620546165,5623746165,Transaction,"Transactions","SPI_DATA",16'h800f,16'h186,11,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_validate_tdma_scheme_seq,5623746165,5630146165,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""Validate TDMA Scheme of 3 packets for channels 11"",""bf43 0258 "",""800f bf43 "",-,-,-,-,-,-,-,2'b11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16'h258,3,-,
spi-data,5623746165,5626946165,Transaction,"Transactions","SPI_DATA",16'hbf43,16'h800f,12,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5626946165,5630146165,Transaction,"Transactions","SPI_DATA",16'h258,16'hbf43,13,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_tx_crc_request_seq,5630146165,5636876165,Transaction,-,-,-,-,-,-,1'h0,1'h1,-,-,""CRC Request, MOSI: 0x9668, MISO: 0xxxxx"",""1c74 9668 "",""0258 b831 "",-,-,-,1'h1,16'h9668,1'hX,16'hXXXX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5630146165,5633346165,Transaction,"Transactions","SPI_DATA",16'h1c74,16'h258,14,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5633346165,5636546165,Transaction,"Transactions","SPI_DATA",16'h9668,16'hb831,15,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,5636546165,5636876165,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-frontdoor,5687876165,5702336165,Transaction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
frame,5687876165,5701336165,Transaction,-,-,-,-,-,-,1'h1,1'h1,38816,""|-|-|SCI|-|-|-|-|-|CR1|CR0"",""spi command frame (2 commands)"",""5094 0064 1d64 cfae "",""2003 5094 0064 282a "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
write,5687876165,5694606165,Transaction,-,-,-,-,-,-,1'h1,1'h0,-,-,""write 0x0094 (DSI_COMMON_DSI_TX_SHIFT) with 0x0064"",""5094 0064 "",""2003 5094 "",-,12'h94,16'h64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,5687876165,5688206165,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5688206165,5691406165,Transaction,"Transactions","SPI_DATA",16'h5094,16'h2003,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5691406165,5694606165,Transaction,"Transactions","SPI_DATA",16'h64,16'h5094,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
crc_seq,5694606165,5701336165,Transaction,-,-,-,-,-,-,1'h0,1'h1,-,-,""CRC Request, MOSI: 0xcfae, MISO: 0xxxxx"",""1d64 cfae "",""0064 282a "",-,-,-,1'h1,16'hcfae,1'hX,16'hXXXX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5694606165,5697806165,Transaction,"Transactions","SPI_DATA",16'h1d64,16'h64,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5697806165,5701006165,Transaction,"Transactions","SPI_DATA",16'hcfae,16'h282a,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,5701006165,5701336165,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
frame,5703336165,5723196165,Transaction,-,-,-,-,-,-,1'h1,1'h1,39229,""|-|-|SCI|-|-|-|-|-|CR1|CR0"",""spi command frame (4 commands)"",""ef83 d8bc 00c8 cc02 1ddb ae27 "",""2003 ef83 d8bc 00c8 cc02 df3e "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_sync_dsi_channels_seq,5703336165,5706866165,Transaction,-,-,-,-,-,-,1'h1,1'h0,-,-,""SYNC: channels 0011, EXTERNAL=1"",""ef83 "",""2003 "",-,-,-,-,-,-,-,2'b11,-,-,1'h1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,5703336165,5703666165,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5703666165,5706866165,Transaction,"Transactions","SPI_DATA",16'hef83,16'h2003,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_dsi_wait_seq,5706866165,5713266165,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""DSI wait for 200 us at channels 0010"",""d8bc 00c8 "",""ef83 d8bc "",-,-,-,-,-,-,-,2'b10,-,15'hc8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5706866165,5710066165,Transaction,"Transactions","SPI_DATA",16'hd8bc,16'hef83,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5710066165,5713266165,Transaction,"Transactions","SPI_DATA",16'hc8,16'hd8bc,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_pdcm_seq,5713266165,5716466165,Transaction,-,-,-,-,-,-,1'h0,1'h0,-,-,""PDCM: channels 0011, pulses   2"",""cc02 "",""00c8 "",-,-,-,-,-,-,-,2'b11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5713266165,5716466165,Transaction,"Transactions","SPI_DATA",16'hcc02,16'hc8,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_tx_crc_request_seq,5716466165,5723196165,Transaction,-,-,-,-,-,-,1'h0,1'h1,-,-,""CRC Request, MOSI: 0xae27, MISO: 0xxxxx"",""1ddb ae27 "",""cc02 df3e "",-,-,-,1'h1,16'hae27,1'hX,16'hXXXX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5716466165,5719666165,Transaction,"Transactions","SPI_DATA",16'h1ddb,16'hcc02,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,5719666165,5722866165,Transaction,"Transactions","SPI_DATA",16'hae27,16'hdf3e,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,5722866165,5723196165,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
frame,7767237424,7787097424,Transaction,-,-,-,-,-,-,1'h1,1'h1,40459,""|-|-|SCI|-|-|-|PD1|PD0|CR1|CR0"",""spi command frame (2 commands)"",""3671 3c5f 3ef7 3330 1f66 d2e0 "",""200f 3671 0008 cff6 0cb4 2cd0 "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_read_crm_data_packets_seq,7767237424,7780367424,Transaction,-,-,-,-,-,-,1'h1,1'h0,-,-,""READ CRM DATA PACKETS: channels 01"",""3671 3c5f 3ef7 3330 "",""200f 3671 0008 cff6 "",-,-,-,-,-,-,-,2'b1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,""|-|-|-|-|-|-| (SC=8) 0xxxxx 0xxxxx"",
spi-start,7767237424,7767567424,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7767567424,7770767424,Transaction,"Transactions","SPI_DATA",16'h3671,16'h200f,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7770767424,7773967424,Transaction,"Transactions","SPI_DATA",16'h3c5f,16'h3671,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7773967424,7777167424,Transaction,"Transactions","SPI_DATA",16'h3ef7,16'h8,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7777167424,7780367424,Transaction,"Transactions","SPI_DATA",16'h3330,16'hcff6,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_tx_crc_request_seq,7780367424,7787097424,Transaction,-,-,-,-,-,-,1'h0,1'h1,-,-,""CRC Request, MOSI: 0xd2e0, MISO: 0xxxxx"",""1f66 d2e0 "",""0cb4 2cd0 "",-,-,-,1'h1,16'hd2e0,1'hX,16'hXXXX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7780367424,7783567424,Transaction,"Transactions","SPI_DATA",16'h1f66,16'hcb4,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7783567424,7786767424,Transaction,"Transactions","SPI_DATA",16'hd2e0,16'h2cd0,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,7786767424,7787097424,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
frame,7787097424,7806957424,Transaction,-,-,-,-,-,-,1'h1,1'h1,41152,""|-|-|SCI|-|-|-|PD1|PD0|CR1|-"",""spi command frame (2 commands)"",""3b94 3c43 32a6 3bfa 1744 526c "",""200e 3b94 0808 cff6 0cb4 fd91 "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_read_crm_data_packets_seq,7787097424,7800227424,Transaction,-,-,-,-,-,-,1'h1,1'h0,-,-,""READ CRM DATA PACKETS: channels 10"",""3b94 3c43 32a6 3bfa "",""200e 3b94 0808 cff6 "",-,-,-,-,-,-,-,2'b10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,""|-|-|TE|-|-|-| (SC=8) 0xxxxx 0xxxxx"",
spi-start,7787097424,7787427424,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7787427424,7790627424,Transaction,"Transactions","SPI_DATA",16'h3b94,16'h200e,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7790627424,7793827424,Transaction,"Transactions","SPI_DATA",16'h3c43,16'h3b94,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7793827424,7797027424,Transaction,"Transactions","SPI_DATA",16'h32a6,16'h808,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7797027424,7800227424,Transaction,"Transactions","SPI_DATA",16'h3bfa,16'hcff6,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_tx_crc_request_seq,7800227424,7806957424,Transaction,-,-,-,-,-,-,1'h0,1'h1,-,-,""CRC Request, MOSI: 0x526c, MISO: 0xxxxx"",""1744 526c "",""0cb4 fd91 "",-,-,-,1'h1,16'h526c,1'hX,16'hXXXX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7800227424,7803427424,Transaction,"Transactions","SPI_DATA",16'h1744,16'hcb4,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7803427424,7806627424,Transaction,"Transactions","SPI_DATA",16'h526c,16'hfd91,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-end,7806627424,7806957424,Transaction,"Transactions","SPI_END",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
frame,7806957424,7916417424,Transaction,-,-,-,-,-,-,1'h1,1'h1,41845,""|-|-|SCI|-|-|-|PD1|PD0|-|-"",""spi command frame (3 commands)"",""455a 4256 4569 487f 4a62 4714 4038 4b34 4b68 4c50 428f 44fe 4e3d 43ef 4d0f 4f09 4537 4d22 4e5c 4d47 4443 444a 4388 4da2 48d0 4f75 4ca2 4870 427f 4679 4873 454c 15d3 3b9b "",""200c 455a 0003 080c e74d 20f7 e519 180d ad04 c04f f4a4 9000 000f ffa3 90c6 eb98 e270 4537 0003 080c af33 2975 ded2 180d 8581 8a4e 02fd 4000 000f d218 81e9 8844 c250 fd4f "",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
_spi_read_pdcm_frame_seq,7806957424,7858487424,Transaction,-,-,-,-,-,-,1'h1,1'h0,-,-,""read PDCM frame: channels 0b01"",""455a 4256 4569 487f 4a62 4714 4038 4b34 4b68 4c50 428f 44fe 4e3d 43ef 4d0f 4f09 "",""200c 455a 0003 080c e74d 20f7 e519 180d ad04 c04f f4a4 9000 000f ffa3 90c6 eb98 "",-,-,-,-,-,-,-,2'b1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-start,7806957424,7807287424,Transaction,"Transactions","SPI_START",16'hXXXX,16'hXXXX,-1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7807287424,7810487424,Transaction,"Transactions","SPI_DATA",16'h455a,16'h200c,0,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7810487424,7813687424,Transaction,"Transactions","SPI_DATA",16'h4256,16'h455a,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7813687424,7816887424,Transaction,"Transactions","SPI_DATA",16'h4569,16'h3,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7816887424,7820087424,Transaction,"Transactions","SPI_DATA",16'h487f,16'h80c,3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7820087424,7823287424,Transaction,"Transactions","SPI_DATA",16'h4a62,16'he74d,4,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7823287424,7826487424,Transaction,"Transactions","SPI_DATA",16'h4714,16'h20f7,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
spi-data,7826487424,7829687424,Transaction,"Transactions","SPI_DATA",16'h4038,16'he519,6,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
